checking_hour,hour,minute,day_of_week,room,capacity,quiet_room,floor,status
6,12,0,Monday,436,4,False,4,Unavailable
6,12,15,Monday,436,4,False,4,Unavailable
6,15,0,Monday,436,4,False,4,Unavailable
6,11,30,Monday,436,4,False,4,Unavailable
6,12,30,Monday,436,4,False,4,Unavailable
6,11,15,Monday,436,4,False,4,Unavailable
6,11,0,Monday,436,4,False,4,Unavailable
6,11,45,Monday,436,4,False,4,Unavailable
6,12,45,Monday,436,4,False,4,Available
6,14,15,Monday,436,4,False,4,Available
6,13,15,Monday,436,4,False,4,Available
6,13,30,Monday,436,4,False,4,Available
6,13,45,Monday,436,4,False,4,Available
6,14,0,Monday,436,4,False,4,Available
6,14,30,Monday,436,4,False,4,Available
6,15,15,Monday,436,4,False,4,Unavailable
6,10,45,Monday,436,4,False,4,Unavailable
6,14,45,Monday,436,4,False,4,Unavailable
6,13,0,Monday,436,4,False,4,Available
6,10,30,Monday,436,4,False,4,Unavailable
6,6,45,Monday,436,4,False,4,Available
6,10,0,Monday,436,4,False,4,Unavailable
6,23,0,Monday,358,4,False,3,Available
6,15,30,Monday,436,4,False,4,Unavailable
6,22,45,Monday,358,4,False,3,Available
6,23,15,Monday,358,4,False,3,Available
6,23,30,Monday,358,4,False,3,Available
6,23,45,Monday,358,4,False,3,Available
6,7,0,Monday,436,4,False,4,Available
6,7,15,Monday,436,4,False,4,Available
6,10,15,Monday,436,4,False,4,Unavailable
6,7,30,Monday,436,4,False,4,Available
6,8,0,Monday,436,4,False,4,Available
6,8,15,Monday,436,4,False,4,Available
6,8,30,Monday,436,4,False,4,Available
6,8,45,Monday,436,4,False,4,Available
6,9,0,Monday,436,4,False,4,Available
6,9,15,Monday,436,4,False,4,Available
6,9,30,Monday,436,4,False,4,Available
6,9,45,Monday,436,4,False,4,Available
6,7,45,Monday,436,4,False,4,Available
6,15,45,Monday,436,4,False,4,Unavailable
6,7,15,Monday,437,4,False,4,Available
6,16,15,Monday,436,4,False,4,Unavailable
6,22,0,Monday,436,4,False,4,Unavailable
6,22,15,Monday,436,4,False,4,Unavailable
6,22,30,Monday,436,4,False,4,Unavailable
6,22,45,Monday,436,4,False,4,Unavailable
6,23,0,Monday,436,4,False,4,Unavailable
6,23,15,Monday,436,4,False,4,Unavailable
6,23,30,Monday,436,4,False,4,Unavailable
6,23,45,Monday,436,4,False,4,Available
6,21,45,Monday,436,4,False,4,Unavailable
6,6,45,Monday,437,4,False,4,Available
6,7,30,Monday,437,4,False,4,Available
6,7,45,Monday,437,4,False,4,Available
6,8,0,Monday,437,4,False,4,Available
6,8,15,Monday,437,4,False,4,Available
6,8,30,Monday,437,4,False,4,Available
6,8,45,Monday,437,4,False,4,Available
6,22,30,Monday,358,4,False,3,Available
6,9,0,Monday,437,4,False,4,Available
6,7,0,Monday,437,4,False,4,Available
6,16,0,Monday,436,4,False,4,Unavailable
6,21,30,Monday,436,4,False,4,Unavailable
6,21,0,Monday,436,4,False,4,Unavailable
6,16,30,Monday,436,4,False,4,Unavailable
6,16,45,Monday,436,4,False,4,Unavailable
6,17,0,Monday,436,4,False,4,Unavailable
6,17,15,Monday,436,4,False,4,Available
6,17,30,Monday,436,4,False,4,Available
6,17,45,Monday,436,4,False,4,Unavailable
6,18,0,Monday,436,4,False,4,Unavailable
6,18,15,Monday,436,4,False,4,Unavailable
6,21,15,Monday,436,4,False,4,Unavailable
6,18,30,Monday,436,4,False,4,Unavailable
6,19,0,Monday,436,4,False,4,Unavailable
6,19,15,Monday,436,4,False,4,Unavailable
6,19,30,Monday,436,4,False,4,Unavailable
6,19,45,Monday,436,4,False,4,Unavailable
6,20,0,Monday,436,4,False,4,Unavailable
6,20,15,Monday,436,4,False,4,Unavailable
6,20,30,Monday,436,4,False,4,Unavailable
6,20,45,Monday,436,4,False,4,Unavailable
6,18,45,Monday,436,4,False,4,Unavailable
6,22,15,Monday,358,4,False,3,Available
6,21,15,Monday,357,4,False,3,Unavailable
6,21,45,Monday,358,4,False,3,Available
6,23,15,Monday,357,4,False,3,Available
6,23,30,Monday,357,4,False,3,Available
6,23,45,Monday,357,4,False,3,Available
6,6,45,Monday,358,4,False,3,Available
6,7,0,Monday,358,4,False,3,Available
6,7,15,Monday,358,4,False,3,Available
6,7,30,Monday,358,4,False,3,Available
6,7,45,Monday,358,4,False,3,Available
6,23,0,Monday,357,4,False,3,Available
6,8,0,Monday,358,4,False,3,Available
6,8,30,Monday,358,4,False,3,Available
6,8,45,Monday,358,4,False,3,Available
6,9,0,Monday,358,4,False,3,Available
6,9,15,Monday,358,4,False,3,Available
6,9,30,Monday,358,4,False,3,Available
6,9,45,Monday,358,4,False,3,Available
6,10,0,Monday,358,4,False,3,Available
6,10,15,Monday,358,4,False,3,Available
6,8,15,Monday,358,4,False,3,Available
6,10,30,Monday,358,4,False,3,Available
6,22,45,Monday,357,4,False,3,Available
6,22,15,Monday,357,4,False,3,Available
6,9,15,Monday,437,4,False,4,Available
6,17,45,Monday,357,4,False,3,Unavailable
6,18,0,Monday,357,4,False,3,Unavailable
6,18,15,Monday,357,4,False,3,Unavailable
6,18,30,Monday,357,4,False,3,Available
6,18,45,Monday,357,4,False,3,Unavailable
6,19,0,Monday,357,4,False,3,Unavailable
6,19,15,Monday,357,4,False,3,Unavailable
6,22,30,Monday,357,4,False,3,Available
6,19,30,Monday,357,4,False,3,Unavailable
6,20,0,Monday,357,4,False,3,Unavailable
6,20,15,Monday,357,4,False,3,Unavailable
6,20,30,Monday,357,4,False,3,Unavailable
6,20,45,Monday,357,4,False,3,Unavailable
6,21,0,Monday,357,4,False,3,Unavailable
6,21,30,Monday,357,4,False,3,Unavailable
6,21,45,Monday,357,4,False,3,Unavailable
6,22,0,Monday,357,4,False,3,Unavailable
6,19,45,Monday,357,4,False,3,Unavailable
6,10,45,Monday,358,4,False,3,Available
6,11,0,Monday,358,4,False,3,Available
6,11,15,Monday,358,4,False,3,Available
6,17,15,Monday,358,4,False,3,Unavailable
6,17,30,Monday,358,4,False,3,Unavailable
6,17,45,Monday,358,4,False,3,Unavailable
6,18,0,Monday,358,4,False,3,Unavailable
6,18,15,Monday,358,4,False,3,Unavailable
6,18,30,Monday,358,4,False,3,Unavailable
6,18,45,Monday,358,4,False,3,Unavailable
6,19,0,Monday,358,4,False,3,Unavailable
6,17,0,Monday,358,4,False,3,Unavailable
6,19,15,Monday,358,4,False,3,Unavailable
6,19,45,Monday,358,4,False,3,Unavailable
6,20,0,Monday,358,4,False,3,Unavailable
6,20,15,Monday,358,4,False,3,Available
6,20,30,Monday,358,4,False,3,Available
6,20,45,Monday,358,4,False,3,Available
6,21,0,Monday,358,4,False,3,Available
6,21,15,Monday,358,4,False,3,Available
6,21,30,Monday,358,4,False,3,Available
6,19,30,Monday,358,4,False,3,Unavailable
6,16,45,Monday,358,4,False,3,Unavailable
6,16,30,Monday,358,4,False,3,Unavailable
6,16,15,Monday,358,4,False,3,Unavailable
6,11,30,Monday,358,4,False,3,Available
6,11,45,Monday,358,4,False,3,Available
6,12,0,Monday,358,4,False,3,Available
6,12,15,Monday,358,4,False,3,Available
6,12,30,Monday,358,4,False,3,Available
6,12,45,Monday,358,4,False,3,Available
6,13,0,Monday,358,4,False,3,Available
6,13,15,Monday,358,4,False,3,Available
6,13,30,Monday,358,4,False,3,Available
6,13,45,Monday,358,4,False,3,Unavailable
6,14,0,Monday,358,4,False,3,Unavailable
6,14,15,Monday,358,4,False,3,Unavailable
6,14,30,Monday,358,4,False,3,Unavailable
6,14,45,Monday,358,4,False,3,Unavailable
6,15,0,Monday,358,4,False,3,Unavailable
6,15,15,Monday,358,4,False,3,Unavailable
6,15,30,Monday,358,4,False,3,Unavailable
6,15,45,Monday,358,4,False,3,Unavailable
6,16,0,Monday,358,4,False,3,Unavailable
6,22,0,Monday,358,4,False,3,Available
6,9,30,Monday,437,4,False,4,Available
6,11,45,Monday,440,4,False,4,Unavailable
6,10,0,Monday,437,4,False,4,Available
6,20,45,Monday,438,4,False,4,Available
6,21,0,Monday,438,4,False,4,Available
6,21,15,Monday,438,4,False,4,Available
6,21,30,Monday,438,4,False,4,Available
6,21,45,Monday,438,4,False,4,Available
6,22,0,Monday,438,4,False,4,Available
6,22,15,Monday,438,4,False,4,Available
6,22,30,Monday,438,4,False,4,Available
6,20,30,Monday,438,4,False,4,Available
6,22,45,Monday,438,4,False,4,Available
6,23,15,Monday,438,4,False,4,Available
6,23,30,Monday,438,4,False,4,Available
6,23,45,Monday,438,4,False,4,Available
6,6,45,Monday,440,4,False,4,Available
6,7,0,Monday,440,4,False,4,Available
6,7,15,Monday,440,4,False,4,Available
6,7,30,Monday,440,4,False,4,Available
6,7,45,Monday,440,4,False,4,Available
6,23,0,Monday,438,4,False,4,Available
6,8,0,Monday,440,4,False,4,Available
6,20,15,Monday,438,4,False,4,Unavailable
6,19,45,Monday,438,4,False,4,Unavailable
6,15,15,Monday,438,4,False,4,Unavailable
6,15,30,Monday,438,4,False,4,Unavailable
6,15,45,Monday,438,4,False,4,Available
6,16,0,Monday,438,4,False,4,Available
6,16,15,Monday,438,4,False,4,Available
6,16,30,Monday,438,4,False,4,Available
6,16,45,Monday,438,4,False,4,Available
6,17,0,Monday,438,4,False,4,Unavailable
6,20,0,Monday,438,4,False,4,Unavailable
6,17,15,Monday,438,4,False,4,Unavailable
6,17,45,Monday,438,4,False,4,Unavailable
6,18,0,Monday,438,4,False,4,Unavailable
6,18,15,Monday,438,4,False,4,Unavailable
6,18,30,Monday,438,4,False,4,Unavailable
6,18,45,Monday,438,4,False,4,Unavailable
6,19,0,Monday,438,4,False,4,Unavailable
6,19,15,Monday,438,4,False,4,Unavailable
6,19,30,Monday,438,4,False,4,Unavailable
6,17,30,Monday,438,4,False,4,Unavailable
6,15,0,Monday,438,4,False,4,Unavailable
6,8,15,Monday,440,4,False,4,Available
6,8,45,Monday,440,4,False,4,Available
6,14,30,Monday,440,4,False,4,Unavailable
6,14,45,Monday,440,4,False,4,Unavailable
6,15,0,Monday,440,4,False,4,Unavailable
6,15,15,Monday,440,4,False,4,Unavailable
6,15,30,Monday,440,4,False,4,Unavailable
6,15,45,Monday,440,4,False,4,Unavailable
6,16,0,Monday,440,4,False,4,Unavailable
6,16,15,Monday,440,4,False,4,Unavailable
6,14,15,Monday,440,4,False,4,Unavailable
6,16,30,Monday,440,4,False,4,Unavailable
6,17,0,Monday,440,4,False,4,Available
6,17,15,Monday,440,4,False,4,Unavailable
6,17,30,Monday,440,4,False,4,Unavailable
6,17,45,Monday,440,4,False,4,Unavailable
6,18,0,Monday,440,4,False,4,Unavailable
6,18,15,Monday,440,4,False,4,Unavailable
6,18,30,Monday,440,4,False,4,Unavailable
6,18,45,Monday,440,4,False,4,Unavailable
6,16,45,Monday,440,4,False,4,Available
6,8,30,Monday,440,4,False,4,Available
6,14,0,Monday,440,4,False,4,Unavailable
6,13,30,Monday,440,4,False,4,Unavailable
6,9,0,Monday,440,4,False,4,Available
6,9,15,Monday,440,4,False,4,Available
6,9,30,Monday,440,4,False,4,Available
6,9,45,Monday,440,4,False,4,Unavailable
6,10,0,Monday,440,4,False,4,Unavailable
6,10,15,Monday,440,4,False,4,Unavailable
6,10,30,Monday,440,4,False,4,Unavailable
6,10,45,Monday,440,4,False,4,Unavailable
6,13,45,Monday,440,4,False,4,Unavailable
6,11,0,Monday,440,4,False,4,Unavailable
6,11,30,Monday,440,4,False,4,Unavailable
6,17,30,Monday,357,4,False,3,Unavailable
6,12,0,Monday,440,4,False,4,Unavailable
6,12,15,Monday,440,4,False,4,Unavailable
6,12,30,Monday,440,4,False,4,Unavailable
6,12,45,Monday,440,4,False,4,Unavailable
6,13,0,Monday,440,4,False,4,Unavailable
6,13,15,Monday,440,4,False,4,Unavailable
6,11,15,Monday,440,4,False,4,Unavailable
6,14,45,Monday,438,4,False,4,Unavailable
6,14,30,Monday,438,4,False,4,Unavailable
6,14,15,Monday,438,4,False,4,Unavailable
6,15,45,Monday,437,4,False,4,Unavailable
6,16,0,Monday,437,4,False,4,Unavailable
6,16,15,Monday,437,4,False,4,Unavailable
6,16,30,Monday,437,4,False,4,Unavailable
6,16,45,Monday,437,4,False,4,Unavailable
6,17,0,Monday,437,4,False,4,Unavailable
6,17,15,Monday,437,4,False,4,Unavailable
6,17,30,Monday,437,4,False,4,Unavailable
6,15,30,Monday,437,4,False,4,Unavailable
6,17,45,Monday,437,4,False,4,Unavailable
6,18,15,Monday,437,4,False,4,Available
6,18,30,Monday,437,4,False,4,Available
6,18,45,Monday,437,4,False,4,Available
6,19,0,Monday,437,4,False,4,Available
6,19,15,Monday,437,4,False,4,Available
6,19,30,Monday,437,4,False,4,Available
6,19,45,Monday,437,4,False,4,Available
6,20,0,Monday,437,4,False,4,Available
6,18,0,Monday,437,4,False,4,Unavailable
6,20,15,Monday,437,4,False,4,Available
6,15,15,Monday,437,4,False,4,Unavailable
6,14,45,Monday,437,4,False,4,Unavailable
6,10,15,Monday,437,4,False,4,Available
6,10,30,Monday,437,4,False,4,Available
6,10,45,Monday,437,4,False,4,Available
6,11,0,Monday,437,4,False,4,Available
6,11,15,Monday,437,4,False,4,Available
6,11,30,Monday,437,4,False,4,Available
6,11,45,Monday,437,4,False,4,Unavailable
6,12,0,Monday,437,4,False,4,Unavailable
6,15,0,Monday,437,4,False,4,Unavailable
6,12,15,Monday,437,4,False,4,Unavailable
6,12,45,Monday,437,4,False,4,Unavailable
6,13,0,Monday,437,4,False,4,Unavailable
6,13,15,Monday,437,4,False,4,Unavailable
6,13,30,Monday,437,4,False,4,Unavailable
6,13,45,Monday,437,4,False,4,Unavailable
6,14,0,Monday,437,4,False,4,Unavailable
6,14,15,Monday,437,4,False,4,Unavailable
6,14,30,Monday,437,4,False,4,Unavailable
6,12,30,Monday,437,4,False,4,Unavailable
6,20,30,Monday,437,4,False,4,Available
6,20,45,Monday,437,4,False,4,Available
6,21,0,Monday,437,4,False,4,Available
6,9,45,Monday,438,4,False,4,Available
6,10,0,Monday,438,4,False,4,Available
6,10,15,Monday,438,4,False,4,Available
6,10,30,Monday,438,4,False,4,Available
6,10,45,Monday,438,4,False,4,Available
6,11,0,Monday,438,4,False,4,Available
6,11,15,Monday,438,4,False,4,Available
6,11,30,Monday,438,4,False,4,Available
6,9,30,Monday,438,4,False,4,Available
6,11,45,Monday,438,4,False,4,Available
6,12,15,Monday,438,4,False,4,Unavailable
6,12,30,Monday,438,4,False,4,Unavailable
6,12,45,Monday,438,4,False,4,Unavailable
6,13,0,Monday,438,4,False,4,Unavailable
6,13,15,Monday,438,4,False,4,Unavailable
6,13,30,Monday,438,4,False,4,Unavailable
6,13,45,Monday,438,4,False,4,Unavailable
6,14,0,Monday,438,4,False,4,Unavailable
6,12,0,Monday,438,4,False,4,Available
6,9,15,Monday,438,4,False,4,Available
6,9,0,Monday,438,4,False,4,Available
6,8,45,Monday,438,4,False,4,Available
6,21,15,Monday,437,4,False,4,Available
6,21,30,Monday,437,4,False,4,Available
6,21,45,Monday,437,4,False,4,Available
6,22,0,Monday,437,4,False,4,Available
6,22,15,Monday,437,4,False,4,Available
6,22,30,Monday,437,4,False,4,Available
6,22,45,Monday,437,4,False,4,Available
6,23,0,Monday,437,4,False,4,Available
6,23,15,Monday,437,4,False,4,Available
6,23,30,Monday,437,4,False,4,Available
6,23,45,Monday,437,4,False,4,Available
6,6,45,Monday,438,4,False,4,Available
6,7,0,Monday,438,4,False,4,Available
6,7,15,Monday,438,4,False,4,Available
6,7,30,Monday,438,4,False,4,Available
6,7,45,Monday,438,4,False,4,Available
6,8,0,Monday,438,4,False,4,Available
6,8,15,Monday,438,4,False,4,Available
6,8,30,Monday,438,4,False,4,Available
6,9,45,Monday,437,4,False,4,Available
6,17,15,Monday,357,4,False,3,Unavailable
6,15,0,Monday,306,4,False,3,Available
6,16,45,Monday,357,4,False,3,Unavailable
6,8,30,Monday,305,4,False,3,Unavailable
6,8,45,Monday,305,4,False,3,Unavailable
6,9,0,Monday,305,4,False,3,Unavailable
6,9,15,Monday,305,4,False,3,Unavailable
6,9,30,Monday,305,4,False,3,Unavailable
6,9,45,Monday,305,4,False,3,Unavailable
6,10,0,Monday,305,4,False,3,Unavailable
6,10,15,Monday,305,4,False,3,Unavailable
6,8,15,Monday,305,4,False,3,Unavailable
6,10,30,Monday,305,4,False,3,Unavailable
6,11,0,Monday,305,4,False,3,Unavailable
6,11,15,Monday,305,4,False,3,Available
6,11,30,Monday,305,4,False,3,Available
6,11,45,Monday,305,4,False,3,Unavailable
6,12,0,Monday,305,4,False,3,Unavailable
6,12,15,Monday,305,4,False,3,Unavailable
6,12,30,Monday,305,4,False,3,Unavailable
6,12,45,Monday,305,4,False,3,Unavailable
6,10,45,Monday,305,4,False,3,Unavailable
6,13,0,Monday,305,4,False,3,Unavailable
6,8,0,Monday,305,4,False,3,Unavailable
6,7,30,Monday,305,4,False,3,Available
6,20,15,Monday,258,8,False,2,Unavailable
6,20,30,Monday,258,8,False,2,Unavailable
6,20,45,Monday,258,8,False,2,Available
6,21,0,Monday,258,8,False,2,Available
6,21,15,Monday,258,8,False,2,Available
6,21,30,Monday,258,8,False,2,Available
6,21,45,Monday,258,8,False,2,Available
6,22,0,Monday,258,8,False,2,Available
6,7,45,Monday,305,4,False,3,Unavailable
6,22,15,Monday,258,8,False,2,Available
6,22,45,Monday,258,8,False,2,Available
6,23,0,Monday,258,8,False,2,Available
6,23,15,Monday,258,8,False,2,Available
6,23,30,Monday,258,8,False,2,Available
6,23,45,Monday,258,8,False,2,Available
6,6,45,Monday,305,4,False,3,Available
6,7,0,Monday,305,4,False,3,Available
6,7,15,Monday,305,4,False,3,Available
6,22,30,Monday,258,8,False,2,Available
6,20,0,Monday,258,8,False,2,Unavailable
6,13,15,Monday,305,4,False,3,Unavailable
6,13,45,Monday,305,4,False,3,Unavailable
6,19,30,Monday,305,4,False,3,Available
6,19,45,Monday,305,4,False,3,Available
6,20,0,Monday,305,4,False,3,Available
6,20,15,Monday,305,4,False,3,Available
6,20,30,Monday,305,4,False,3,Available
6,20,45,Monday,305,4,False,3,Available
6,21,0,Monday,305,4,False,3,Available
6,21,15,Monday,305,4,False,3,Available
6,19,15,Monday,305,4,False,3,Available
6,21,30,Monday,305,4,False,3,Available
6,22,0,Monday,305,4,False,3,Available
6,22,15,Monday,305,4,False,3,Available
6,22,30,Monday,305,4,False,3,Available
6,22,45,Monday,305,4,False,3,Available
6,23,0,Monday,305,4,False,3,Available
6,23,15,Monday,305,4,False,3,Available
6,23,30,Monday,305,4,False,3,Available
6,23,45,Monday,305,4,False,3,Available
6,21,45,Monday,305,4,False,3,Available
6,13,30,Monday,305,4,False,3,Unavailable
6,19,0,Monday,305,4,False,3,Available
6,18,30,Monday,305,4,False,3,Available
6,14,0,Monday,305,4,False,3,Unavailable
6,14,15,Monday,305,4,False,3,Unavailable
6,14,30,Monday,305,4,False,3,Unavailable
6,14,45,Monday,305,4,False,3,Unavailable
6,15,0,Monday,305,4,False,3,Unavailable
6,15,15,Monday,305,4,False,3,Available
6,15,30,Monday,305,4,False,3,Available
6,15,45,Monday,305,4,False,3,Available
6,18,45,Monday,305,4,False,3,Available
6,16,0,Monday,305,4,False,3,Available
6,16,30,Monday,305,4,False,3,Available
6,16,45,Monday,305,4,False,3,Available
6,17,0,Monday,305,4,False,3,Available
6,17,15,Monday,305,4,False,3,Available
6,17,30,Monday,305,4,False,3,Available
6,17,45,Monday,305,4,False,3,Available
6,18,0,Monday,305,4,False,3,Available
6,18,15,Monday,305,4,False,3,Available
6,16,15,Monday,305,4,False,3,Available
6,19,45,Monday,258,8,False,2,Unavailable
6,19,30,Monday,258,8,False,2,Unavailable
6,19,15,Monday,258,8,False,2,Unavailable
6,20,45,Monday,257,8,False,2,Unavailable
6,21,0,Monday,257,8,False,2,Unavailable
6,21,15,Monday,257,8,False,2,Unavailable
6,21,30,Monday,257,8,False,2,Unavailable
6,21,45,Monday,257,8,False,2,Unavailable
6,22,0,Monday,257,8,False,2,Unavailable
6,22,15,Monday,257,8,False,2,Unavailable
6,22,30,Monday,257,8,False,2,Unavailable
6,20,30,Monday,257,8,False,2,Unavailable
6,22,45,Monday,257,8,False,2,Unavailable
6,23,15,Monday,257,8,False,2,Unavailable
6,23,30,Monday,257,8,False,2,Available
6,23,45,Monday,257,8,False,2,Available
6,6,45,Monday,258,8,False,2,Available
6,7,0,Monday,258,8,False,2,Available
6,7,15,Monday,258,8,False,2,Available
6,7,30,Monday,258,8,False,2,Available
6,7,45,Monday,258,8,False,2,Available
6,23,0,Monday,257,8,False,2,Unavailable
6,8,0,Monday,258,8,False,2,Available
6,20,15,Monday,257,8,False,2,Unavailable
6,19,45,Monday,257,8,False,2,Unavailable
6,15,15,Monday,257,8,False,2,Unavailable
6,15,30,Monday,257,8,False,2,Unavailable
6,15,45,Monday,257,8,False,2,Unavailable
6,16,0,Monday,257,8,False,2,Unavailable
6,16,15,Monday,257,8,False,2,Unavailable
6,16,30,Monday,257,8,False,2,Unavailable
6,16,45,Monday,257,8,False,2,Unavailable
6,17,0,Monday,257,8,False,2,Unavailable
6,20,0,Monday,257,8,False,2,Unavailable
6,17,15,Monday,257,8,False,2,Unavailable
6,17,45,Monday,257,8,False,2,Unavailable
6,18,0,Monday,257,8,False,2,Unavailable
6,18,15,Monday,257,8,False,2,Unavailable
6,18,30,Monday,257,8,False,2,Unavailable
6,18,45,Monday,257,8,False,2,Unavailable
6,19,0,Monday,257,8,False,2,Unavailable
6,19,15,Monday,257,8,False,2,Unavailable
6,19,30,Monday,257,8,False,2,Unavailable
6,17,30,Monday,257,8,False,2,Unavailable
6,8,15,Monday,258,8,False,2,Available
6,8,30,Monday,258,8,False,2,Available
6,8,45,Monday,258,8,False,2,Available
6,14,45,Monday,258,8,False,2,Available
6,15,0,Monday,258,8,False,2,Unavailable
6,15,15,Monday,258,8,False,2,Unavailable
6,15,30,Monday,258,8,False,2,Unavailable
6,15,45,Monday,258,8,False,2,Unavailable
6,16,0,Monday,258,8,False,2,Unavailable
6,16,15,Monday,258,8,False,2,Unavailable
6,16,30,Monday,258,8,False,2,Available
6,14,30,Monday,258,8,False,2,Available
6,16,45,Monday,258,8,False,2,Unavailable
6,17,15,Monday,258,8,False,2,Unavailable
6,17,30,Monday,258,8,False,2,Unavailable
6,17,45,Monday,258,8,False,2,Unavailable
6,18,0,Monday,258,8,False,2,Unavailable
6,18,15,Monday,258,8,False,2,Unavailable
6,18,30,Monday,258,8,False,2,Unavailable
6,18,45,Monday,258,8,False,2,Unavailable
6,19,0,Monday,258,8,False,2,Unavailable
6,17,0,Monday,258,8,False,2,Unavailable
6,14,15,Monday,258,8,False,2,Available
6,14,0,Monday,258,8,False,2,Unavailable
6,13,45,Monday,258,8,False,2,Unavailable
6,9,0,Monday,258,8,False,2,Available
6,9,15,Monday,258,8,False,2,Available
6,9,30,Monday,258,8,False,2,Available
6,9,45,Monday,258,8,False,2,Available
6,10,0,Monday,258,8,False,2,Available
6,10,15,Monday,258,8,False,2,Available
6,10,30,Monday,258,8,False,2,Available
6,10,45,Monday,258,8,False,2,Available
6,11,0,Monday,258,8,False,2,Unavailable
6,11,15,Monday,258,8,False,2,Unavailable
6,11,30,Monday,258,8,False,2,Unavailable
6,11,45,Monday,258,8,False,2,Unavailable
6,12,0,Monday,258,8,False,2,Unavailable
6,12,15,Monday,258,8,False,2,Unavailable
6,12,30,Monday,258,8,False,2,Unavailable
6,12,45,Monday,258,8,False,2,Unavailable
6,13,0,Monday,258,8,False,2,Unavailable
6,13,15,Monday,258,8,False,2,Unavailable
6,13,30,Monday,258,8,False,2,Unavailable
6,6,45,Monday,306,4,False,3,Available
6,7,0,Monday,306,4,False,3,Available
6,7,15,Monday,306,4,False,3,Available
6,7,30,Monday,306,4,False,3,Available
6,18,15,Monday,356,4,False,3,Unavailable
6,18,30,Monday,356,4,False,3,Unavailable
6,18,45,Monday,356,4,False,3,Available
6,19,0,Monday,356,4,False,3,Available
6,19,15,Monday,356,4,False,3,Available
6,19,30,Monday,356,4,False,3,Available
6,19,45,Monday,356,4,False,3,Available
6,20,0,Monday,356,4,False,3,Available
6,18,0,Monday,356,4,False,3,Unavailable
6,20,15,Monday,356,4,False,3,Available
6,20,45,Monday,356,4,False,3,Available
6,21,0,Monday,356,4,False,3,Available
6,21,15,Monday,356,4,False,3,Available
6,21,30,Monday,356,4,False,3,Available
6,21,45,Monday,356,4,False,3,Available
6,22,0,Monday,356,4,False,3,Available
6,22,15,Monday,356,4,False,3,Available
6,22,30,Monday,356,4,False,3,Available
6,20,30,Monday,356,4,False,3,Available
6,22,45,Monday,356,4,False,3,Available
6,17,45,Monday,356,4,False,3,Unavailable
6,17,15,Monday,356,4,False,3,Unavailable
6,12,45,Monday,356,4,False,3,Unavailable
6,13,0,Monday,356,4,False,3,Unavailable
6,13,15,Monday,356,4,False,3,Unavailable
6,13,30,Monday,356,4,False,3,Unavailable
6,13,45,Monday,356,4,False,3,Unavailable
6,14,0,Monday,356,4,False,3,Unavailable
6,14,15,Monday,356,4,False,3,Unavailable
6,14,30,Monday,356,4,False,3,Unavailable
6,17,30,Monday,356,4,False,3,Unavailable
6,14,45,Monday,356,4,False,3,Unavailable
6,15,15,Monday,356,4,False,3,Available
6,15,30,Monday,356,4,False,3,Available
6,15,45,Monday,356,4,False,3,Unavailable
6,16,0,Monday,356,4,False,3,Unavailable
6,16,15,Monday,356,4,False,3,Unavailable
6,16,30,Monday,356,4,False,3,Unavailable
6,16,45,Monday,356,4,False,3,Unavailable
6,17,0,Monday,356,4,False,3,Unavailable
6,15,0,Monday,356,4,False,3,Unavailable
6,23,0,Monday,356,4,False,3,Available
6,23,15,Monday,356,4,False,3,Available
6,23,30,Monday,356,4,False,3,Available
6,12,15,Monday,357,4,False,3,Unavailable
6,12,30,Monday,357,4,False,3,Unavailable
6,12,45,Monday,357,4,False,3,Unavailable
6,13,0,Monday,357,4,False,3,Unavailable
6,13,15,Monday,357,4,False,3,Unavailable
6,13,30,Monday,357,4,False,3,Unavailable
6,13,45,Monday,357,4,False,3,Unavailable
6,14,0,Monday,357,4,False,3,Unavailable
6,12,0,Monday,357,4,False,3,Unavailable
6,14,15,Monday,357,4,False,3,Available
6,14,45,Monday,357,4,False,3,Available
6,15,0,Monday,357,4,False,3,Unavailable
6,15,15,Monday,357,4,False,3,Unavailable
6,15,30,Monday,357,4,False,3,Unavailable
6,15,45,Monday,357,4,False,3,Unavailable
6,16,0,Monday,357,4,False,3,Unavailable
6,16,15,Monday,357,4,False,3,Unavailable
6,16,30,Monday,357,4,False,3,Unavailable
6,14,30,Monday,357,4,False,3,Available
6,11,45,Monday,357,4,False,3,Unavailable
6,11,30,Monday,357,4,False,3,Unavailable
6,11,15,Monday,357,4,False,3,Unavailable
6,23,45,Monday,356,4,False,3,Available
6,6,45,Monday,357,4,False,3,Available
6,7,0,Monday,357,4,False,3,Available
6,7,15,Monday,357,4,False,3,Available
6,7,30,Monday,357,4,False,3,Available
6,7,45,Monday,357,4,False,3,Available
6,8,0,Monday,357,4,False,3,Available
6,8,15,Monday,357,4,False,3,Available
6,8,30,Monday,357,4,False,3,Available
6,8,45,Monday,357,4,False,3,Available
6,9,0,Monday,357,4,False,3,Available
6,9,15,Monday,357,4,False,3,Available
6,9,30,Monday,357,4,False,3,Available
6,9,45,Monday,357,4,False,3,Available
6,10,0,Monday,357,4,False,3,Available
6,10,15,Monday,357,4,False,3,Available
6,10,30,Monday,357,4,False,3,Available
6,10,45,Monday,357,4,False,3,Unavailable
6,11,0,Monday,357,4,False,3,Unavailable
6,12,30,Monday,356,4,False,3,Unavailable
6,17,0,Monday,357,4,False,3,Unavailable
6,12,15,Monday,356,4,False,3,Unavailable
